index,sku,filename,brand,model,distributor,defect,source_path
210,WW373,WW373.png,Tissot,Tissot Prx Powermatic 80 Carbon Automatic 40MM Men's Watch,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with full looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW373.png
211,WL87,WL87.png,Gucci,GUCCI GG2570 40MM Quartz Stainless Steel BLK Dial Men's Watch YA14,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: upper bracelet and cutout appear visibly damaged",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WL87.png
212,WL52,WL52.png,Hamilton,HAMILTON Jazzmaster Automatic Beige Dial Men's Watch H32635521,WatchWarehouse,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WL52.png
213,W1470,W1470.png,Longines,LONGINES Elegant Collection SS 37MM Grey Dial Unisex Watch L4.810.,WatchWarehouse,"canvas,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1470.png
214,WL61,WL61.png,Hamilton,HAMILTON Jazzmaster Automatic SS 42MM Silver Dial Men's Watch H425,WatchWarehouse,"canvas,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet and possible cutout damage",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WL61.png
215,W1311,W1311.png,Longines,LONGINES DolceVita Quartz SS 27MM Black Diamond Dial Women's Watch,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1311.png
216,W1459,W1459.png,Longines,LONGINES DolceVita Quartz 25MM MOP Dial Women's Watch L5.755.4.87.,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1459.png
217,W1372,W1372.png,Longines,LONGINES DolceVita Automatic 28.2x47MM Silver Dial Blue Leather Me,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strap and cutout appear visibly damaged",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1372.png
218,W1329,W1329.png,Longines,LONGINES DolceVita Quartz 20MM Red Dial Leather Women's Watch L5.2,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap and visible underside",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1329.png
219,W1339,W1339.png,Longines,LONGINES DolceVita Quartz 23MM White Dial Women's Watch L5.512.4.1,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1339.png
220,W1539,W1539.png,Longines,LONGINES DolceVita Quartz 23MM White Dial Women's Watch L5.512.4.1,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1539.png
221,W1349,W1349.png,Longines,LONGINES Elegant Automatic SS 34.5MM White Dial Women's Watch L4.8,WatchWarehouse,"canvas,caseW-high,bboxH-low,case-centre-y; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: head-only or incomplete bracelet presentation",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1349.png
222,W1301,W1301.png,Longines,LONGINES Presence Automatic 34.5MM White Dial Two-Tone Women's Wat,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1301.png
223,WW557,WW557.png,Longines,Longines Conquest Collection V.h.p. 43MM Men's Watch,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: bracelet and cutout appear visibly damaged",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW557.png
224,WL64,WL64.png,Gucci,GUCCI 25H 38MM Quartz Silver Brass Dial Leather Unisex Watch YA163,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap and visible underside",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WL64.png
225,W1350,W1350.png,Longines,LONGINES Presence Automatic SS 38.5MM Champagne Dial Men's Watch L,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with distorted or looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1350.png
226,W1380,W1380.png,Longines,Longines Symphonette MOP Diamond Dial Women's Watch L2.305.4.87.0,WatchWarehouse,"canvas,caseW-low,bboxH-high,case-centre-x; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1380.png
227,W1325,W1325.png,Longines,LONGINES DolceVita Quartz SS 20MM Blue Dial Women's Watch L5.255.4,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet and visible clasp",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1325.png
228,WL51,WL51.png,Longines,LONGINES DolceVita Quartz SS 23MM Blue Dial Women's Watch L5.512.4,WatchWarehouse,"canvas,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet and visible clasp",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WL51.png
229,WW647,WW647.png,Longines,LONGINES Lyre Automatic SS 35MM Blue Dial Unisex Watch L4.860.4.92,WatchWarehouse,"canvas,caseW-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW647.png
230,WW588,WW588.png,Tissot,TISSOT Chemin Des Tourelles Squelette 39MM Men's Watch T139.836.11,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: watch is over-cropped at image bounds",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW588.png
231,W1277,W1277.png,Longines,LONGINES DolceVita Quartz 23MM Blue Dial Leather Women's Watch L5.,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1277.png
232,WWN01 733 7720 4057-07 5 21 02,WWN01 733 7720 4057-07 5 21 02.png,Oris,Oris Divers Sixty-Five Automatic 42mm Green Dial Leather Strap Men's Watch 01 733 7720 4057-07 5 21 02,WatchWarehouse,caseW-low; PASS_CONTENT from 544-watch individual black-background review; human full-resolution review: severely zoomed-out full-strap presentation,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WWN01 733 7720 4057-07 5 21 02.png
233,W1357,W1357.png,Longines,LONGINES Conquest Quartz SS 30MM 11 Diamond White MOP Women's Watc,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1357.png
234,W1327,W1327.png,Longines,LONGINES Lyre Automatic 38.5MM Champagne Dial Men's Watch L4.960.2,WatchWarehouse,"canvas,caseW-high,bboxH-high,case-centre-x; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1327.png
235,W1514,W1514.png,Longines,LONGINES Symphonette Quartz MOP Dial SS Women's Watch L2.305.4.83.,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1514.png
236,W1328,W1328.png,Gucci,GUCCI G-Frame Quartz 14x34MM Black Dial Leather Women's Watch YA12,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curved strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1328.png
237,WWN01 733 7770 4150-SET,WWN01 733 7770 4150-SET.png,Oris,Oris Aquis Date Upcycle Edition Multicolored Dial Steel Unisex Watch 01 733 7770 4150-SET,WatchWarehouse,caseW-low; PASS_CONTENT from 544-watch individual black-background review; human full-resolution review: incomplete or disconnected bracelet presentation,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WWN01 733 7770 4150-SET.png
238,WWN01 733 7732 4135-07 5 21 10FC,WWN01 733 7732 4135-07 5 21 10FC.png,Oris,Oris Aquis Date Automatic 39mm Blue Dial Leather Strap Men's Watch 01 733 7732 4135-07 5 21 10FC,WatchWarehouse,FAIL_CONTENT: case is not dead-on; visible three-quarter perspective; human full-resolution review: strong three-quarter perspective,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WWN01 733 7732 4135-07 5 21 10FC.png
239,WWN01 733 7732 4157-07 5 21 10FC,WWN01 733 7732 4157-07 5 21 10FC.png,Oris,Oris Aquis Date Automatic 39mm Green Dial Leather Strap Men's Watch 01 733 7732 4157-07 5 21 10FC,WatchWarehouse,FAIL_CONTENT: case is not dead-on; visible three-quarter perspective; human full-resolution review: strong three-quarter perspective,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WWN01 733 7732 4157-07 5 21 10FC.png
240,W1276,W1276.png,Longines,LONGINES DolceVita Quartz 20MM Blue Dial Leather Women's Watch L5.,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1276.png
241,WWN01 733 7707 4357-07 5 20 45,WWN01 733 7707 4357-07 5 20 45.png,Oris,Oris Divers Sixty-Five Green Dial Brown Leather Strap Men's Watch 01 733 7707 4357-07 5 20 45,WatchWarehouse,caseW-low; PASS_CONTENT from 544-watch individual black-background review; human full-resolution review: severely zoomed-out full-strap presentation,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WWN01 733 7707 4357-07 5 20 45.png
242,WL23,WL23.png,Gucci,GUCCI G-Frame Quartz SS 14x18MM Black Dial Leather Women's Watch Y,WatchWarehouse,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WL23.png
243,W243,W243.png,Hamilton,HAMILTON Khaki Field Murph 42MM AUTO Black Dial Men's Watch H70605,WatchWarehouse,"canvas,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap and visible underside",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W243.png
244,W2281,W2281.png,Seiko,SEIKO Premier Kinetic Direct Drive SS 42MM Black Dial Men's Watch,WatchWarehouse,"canvas,caseW-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W2281.png
245,W248,W248.png,Hamilton,HAMILTON Khaki Aviation Pilot 42MM AUTO Day Date Men's Watch H6461,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap and visible underside",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W248.png
246,WWNH82565930,WWNH82565930.png,Hamilton,Hamilton Khaki Navy Scuba Auto GMT Black Dial Fabric Strap Men's Watch H82565930,WatchWarehouse,FAIL_CONTENT: exposed NATO keeper hardware does not match the approved presentation; human full-resolution review: full NATO strap hardware visible,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WWNH82565930.png
247,W1270,W1270.png,Longines,LONGINES Presence Automatic SS 38MM White Dial Men's Watch L4.904.,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet and possible cutout damage",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1270.png
248,WW701,WW701.png,Tissot,Tissot Prx Powermatic 80 40MM Ss Champagne Dial Men's Watch,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: watch is over-cropped at image bounds",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW701.png
249,WW519,WW519.png,Tissot,Tissot Prx Ufo Robot Grendizer Automatic 40MM Men's Watch,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: watch is over-cropped at image bounds",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW519.png
