sku,caseW,bboxH,cxRatio,cyRatio,canvas,color_mode,extra_chunks,metric_warnings,pass_geometry,pass_content,human_classification,needs_rerender,notes,remediation_status,post_remediation_needs_rerender,post_caseW,post_bboxH,post_cxRatio,post_cyRatio,post_canvas,post_color_mode,post_metric_warnings,post_visual_review,post_sha256
WWN01 733 7731 4135-07 4 18 64FC,0.771484,0.908203,0.5,0.499674,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 544-watch individual black-background review; pending v2 candidate recheck,unchanged-protected,False,0.771484,0.908203,0.5,0.499674,1024x1536,RGBA,,approved,4e2793a82813fe16f29550d41b5cd3d93c2686c7ec9aff3a64cb5fed17c7ced0
WL75,0.801429,1.0,0.493571,0.5,700x1000,RGBA,,canvas|bboxH-high,False,True,acceptable variation,False,"canvas,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.801429,1.0,0.493571,0.5,700x1000,RGBA,canvas|bboxH-high,acceptable variation,5ee8646e22edece0e53e83e01f82e3687e4b3294d6b06469be2499ee0a30cbfa
W1541,0.679688,0.85612,0.527344,0.460612,1024x1536,RGBA,,caseW-low|case-centre-y,False,True,acceptable variation,False,"caseW-low,case-centre-y; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.679688,0.85612,0.527344,0.460612,1024x1536,RGBA,caseW-low|case-centre-y,acceptable variation,6ba970009c39026d4e36b3c0d0ae9c7356806ce8600a1fe8a538457922c6b550
WW121,0.667082,0.98503,0.50187,0.499501,802x1002,RGBA,,canvas|caseW-low|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.667082,0.98503,0.50187,0.499501,802x1002,RGBA,canvas|caseW-low|bboxH-high,acceptable variation,f14c68c45eb5c722ab6de50da0f52d41c23b97937dd639ff97bbfbf18ae0ad1c
WW373,0.984779,0.986,0.498478,0.501,657x1000,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with full looped strap",rerendered-and-approved,False,0.781250,0.863932,0.500000,0.500326,1024x1536,RGBA,,PASS,99e93d93b4b0c1b125cb0f15172cce55c0da9391dcc7abf2d075a45458f0c27b
W1503,0.796875,0.968099,0.522461,0.497721,1024x1536,RGBA,,bboxH-high,False,True,acceptable variation,False,bboxH-high; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.796875,0.968099,0.522461,0.497721,1024x1536,RGBA,bboxH-high,acceptable variation,3eadbab72073f6edf56c2a1b52e843c52757e82ab0a8bf8daccb4d3470750230
WWNWAZ1110.BA0875,0.875,0.905599,0.5,0.499674,1024x1536,RGBA,,caseW-high,False,True,acceptable variation,False,caseW-high; PASS_CONTENT from 544-watch individual black-background review,unchanged-protected,False,0.875,0.905599,0.5,0.499674,1024x1536,RGBA,caseW-high,acceptable variation,f334c62a9327ef9e566f65f897e10ab9a2120265fccf8190398053244248cc01
WWNL2.142.4.96.2,0.583984,0.906901,0.5,0.500326,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 544-watch individual black-background review,unchanged-protected,False,0.583984,0.906901,0.5,0.500326,1024x1536,RGBA,caseW-low,acceptable variation,8b54d4493b31d7e8e7d2c16e4915d48b1789b0ee596b86c670b3bfb4b5bd7386
WWNL2.142.4.76.2,0.734375,0.909505,0.5,0.500977,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 544-watch individual black-background review; pending v2 candidate recheck,unchanged-protected,False,0.734375,0.909505,0.5,0.500977,1024x1536,RGBA,,approved,8f49f94005af86e33259c9bbbe46665b693f6de9a55aab54613c9a962b5316cc
WL87,0.905594,0.974,0.501748,0.501,572x1000,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: upper bracelet and cutout appear visibly damaged",rerendered-and-approved,False,0.780273,0.911458,0.499512,0.500000,1024x1536,RGBA,,PASS,3fa62ebc94c284cbc361cb9c528f707c3084bf286559d6fabbb538e3edb0d758
WW882,0.981278,0.986277,0.499449,0.499105,908x1676,RGBA,,canvas|caseW-high|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.981278,0.986277,0.499449,0.499105,908x1676,RGBA,canvas|caseW-high|bboxH-high,acceptable variation,016a10a2422893d27783efb4e3a585daf2cfe33e2f385b49b685c46c9d1db762
W250,0.931129,0.935156,0.5,0.499609,726x1280,RGBA,,canvas|caseW-high,False,True,acceptable variation,False,"canvas,caseW-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.931129,0.935156,0.5,0.499609,726x1280,RGBA,canvas|caseW-high,acceptable variation,6856748807160a1dfc5aea561b14d9587e24f8f8f82900d680e07008b84a5f50
WL52,0.71979,0.993,0.487741,0.4995,571x1000,RGBA,,canvas|caseW-low|bboxH-high,False,False,true failure,True,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",rerendered-and-approved,False,0.780273,0.911458,0.499512,0.500000,1024x1536,RGBA,,PASS,18db8bab0a5312ca99473ba4000b47dbb1c3d233872713734f3722cadc97c26b
W216,0.699219,0.951172,0.504883,0.493815,1024x1536,RGBA,,caseW-low|bboxH-high,False,True,acceptable variation,False,"caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.699219,0.951172,0.504883,0.493815,1024x1536,RGBA,caseW-low|bboxH-high,acceptable variation,01dc8efd74178cd6b5b9ea772efa03754b69657d10254e9c3a866a533a9a80ed
WWN10329,0.774414,0.906901,0.499512,0.500326,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 544-watch individual black-background review; pending v2 candidate recheck,unchanged-protected,False,0.774414,0.906901,0.499512,0.500326,1024x1536,RGBA,,approved,7d7b1b6d6c1917edadcb23114a2279e2624396e924646a263fb61066428c116e
W1470,0.822957,1.0,0.512646,0.5,514x900,RGBA,,canvas|bboxH-high,False,False,true failure,True,"canvas,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",rerendered-and-approved,False,0.780273,0.911458,0.500488,0.500000,1024x1536,RGBA,,PASS,532b616bd8697f172b17aa3fe62ee300235b35c237171a3998977cf15ee8249a
W1489,0.71582,0.89388,0.518066,0.491862,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.71582,0.89388,0.518066,0.491862,1024x1536,RGBA,caseW-low,acceptable variation,dffe9125116f27bb105d946c4bc2d86f33f8c831cdfa0bc319a26d76daa70a3d
W255,0.924779,0.963281,0.497788,0.495703,678x1280,RGBA,,canvas|caseW-high|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.924779,0.963281,0.497788,0.495703,678x1280,RGBA,canvas|caseW-high|bboxH-high,acceptable variation,6ac40a008141f465f4e3bca26614a745575b44604d5750bd66f69b824027cde3
WL61,0.816112,0.985,0.511384,0.5045,571x1000,RGBA,,canvas|bboxH-high,False,False,true failure,True,"canvas,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet and possible cutout damage",rerendered-and-approved,False,0.780273,0.911458,0.499512,0.500000,1024x1536,RGBA,,PASS,005bf2dbec827f42c39526fd2fa60ec738c4e99dbd96150acaa4f41c24d7f2b1
CR96K117,0.766602,0.906901,0.461426,0.499674,1024x1536,RGBA,,case-centre-x,False,True,acceptable variation,False,case-centre-x; PASS_CONTENT from 544-watch individual black-background review,unchanged-protected,False,0.766602,0.906901,0.461426,0.499674,1024x1536,RGBA,case-centre-x,acceptable variation,d8a8e153d432b0474f82baf00d5ee1694e7b6c45f7fa1d9c24068850c7d01fd3
WWNL3.811.4.53.0,0.776367,0.906901,0.500488,0.499674,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 544-watch individual black-background review; pending v2 candidate recheck,unchanged-protected,False,0.776367,0.906901,0.500488,0.499674,1024x1536,RGBA,,approved,3bc3438819c171df2579aa076e0c90e9d2dc7fc99dff21730223e1d508589956
WWNM026.608.11.051.00,0.74707,0.907552,0.499512,0.5,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 544-watch individual black-background review; pending v2 candidate recheck,unchanged-protected,False,0.74707,0.907552,0.499512,0.5,1024x1536,RGBA,,approved,569157c580c794f0003c45f844096a09c8307fc91c168225ec4b204f33148abe
W1309,0.983264,1.0,0.5,0.5,478x900,RGBA,,canvas|caseW-high|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.983264,1.0,0.5,0.5,478x900,RGBA,canvas|caseW-high|bboxH-high,acceptable variation,e5593f92c8bf3d6588b6659c0a0ffaa8302799d7ff9bbd0cb6c6a6b128a4dd20
W1311,0.967273,1.0,0.498182,0.5,275x900,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",rerendered-and-approved,False,0.780273,0.911458,0.499512,0.500000,1024x1536,RGBA,,PASS,ceaa7de07ae0704011ed0b5ddb8674f1645f8e329376a36868e6508839ccb538
W1459,0.969231,0.988889,0.501538,0.502222,325x900,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",rerendered-and-approved,False,0.779297,0.911458,0.500000,0.500000,1024x1536,RGBA,,PASS,ab6444b96c906d152c011ff32f950e65d7f299228fa47fb51f0a2047ee65e8f2
W1372,0.966767,1.0,0.496979,0.5,331x900,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strap and cutout appear visibly damaged",rerendered-and-approved,False,0.782227,0.911458,0.499512,0.500000,1024x1536,RGBA,,PASS,ed6a3633d3fa911474be8bd7f165fbcdcdc11a5f3f3cdf7f3cd5f05606934527
W1430,0.805664,0.958333,0.540527,0.5,1024x1536,RGBA,,bboxH-high|case-centre-x,False,True,acceptable variation,False,"bboxH-high,case-centre-x; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.805664,0.958333,0.540527,0.5,1024x1536,RGBA,bboxH-high|case-centre-x,acceptable variation,5ae39af0fccd0fd739fe70d3655440f34e2209d12e6feaa304b209daa67d3292
W1701,0.745117,0.832031,0.536621,0.490885,1024x1536,RGBA,,bboxH-low|case-centre-x,False,True,acceptable variation,False,"bboxH-low,case-centre-x; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.745117,0.832031,0.536621,0.490885,1024x1536,RGBA,bboxH-low|case-centre-x,acceptable variation,c0e508589ebf98abde80cfd516ebb2d6ef35a7908676f771e62b61cb4f7a2b69
WWNR48903723,0.734375,0.907552,0.5,0.5,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 544-watch individual black-background review; pending v2 candidate recheck,unchanged-protected,False,0.734375,0.907552,0.5,0.5,1024x1536,RGBA,,approved,4286b5ccf4132c6a3d77568f5f7f78255be7086523dc0b43a2494a6b51b85a84
W1329,0.932692,0.985556,0.5,0.500556,312x900,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap and visible underside",rerendered-and-approved,False,0.778320,0.911458,0.500488,0.500000,1024x1536,RGBA,,PASS,c4438881db9e400ddbf3d2e5577c9d3e34f432214dc0b193be584f1adbab468e
W1339,0.97619,1.0,0.498299,0.5,294x900,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",rerendered-and-approved,False,0.781250,0.911458,0.500000,0.500000,1024x1536,RGBA,,PASS,cebbf6e28f1c6d6534959a507821fe50a2a557513250e8a5d7defa605ef7bced
W1539,0.888889,1.0,0.499025,0.5,513x900,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap",rerendered-and-approved,False,0.780273,0.911458,0.499512,0.500000,1024x1536,RGBA,,PASS,55d917bc40f49cb0e0047e473f1112821585b5dac08158d346ef3fdd6d2c8a28
WWNL3.374.4.90.2,0.735352,0.906901,0.498535,0.500326,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 544-watch individual black-background review; pending v2 candidate recheck,unchanged-protected,False,0.735352,0.906901,0.498535,0.500326,1024x1536,RGBA,,approved,a735b9f27d660ee0d8d2618a99bf6f11f6e3b71b55141a788897627ce0fef86b
W1349,0.983015,0.796667,0.502123,0.601667,471x900,RGBA,,canvas|caseW-high|bboxH-low|case-centre-y,False,False,true failure,True,"canvas,caseW-high,bboxH-low,case-centre-y; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: head-only or incomplete bracelet presentation",rerendered-and-approved,False,0.780273,0.910807,0.499512,0.499674,1024x1536,RGBA,,PASS,a6e585b5416ce4ffa729564d1881f2cc60973d530edfdadb8976841d4d1b6459
W1296,0.623047,0.942057,0.515625,0.500326,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.623047,0.942057,0.515625,0.500326,1024x1536,RGBA,caseW-low,acceptable variation,c77115ee235e3753cc69aaa0728149972f525358fa69928491f98f110dd639a7
W1301,0.974771,0.981111,0.498853,0.498333,436x900,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",rerendered-and-approved,False,0.780273,0.911458,0.499512,0.500000,1024x1536,RGBA,,PASS,8ae043fa4199e30ef397d3c0cedb52f0120f790d3321157d8be3aee8b68faf15
WWNL3.811.4.93.0,0.722656,0.90625,0.5,0.5,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 544-watch individual black-background review,unchanged-protected,False,0.722656,0.90625,0.5,0.5,1024x1536,RGBA,caseW-low,acceptable variation,e0652fbcb5a36cf2e222688d92c68d22269d0545517702cfb01011a0d7b6f9e1
WWNL3.781.4.96.6,0.779297,0.906901,0.499512,0.499674,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 544-watch individual black-background review; pending v2 candidate recheck,unchanged-protected,False,0.779297,0.906901,0.499512,0.499674,1024x1536,RGBA,,approved,18f5916d7a35d47b88fe97cf82d5ba60fb0667e74040540ecdfdcb37ad159550
WW557,0.984102,1.0,0.49841,0.5,629x1000,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: bracelet and cutout appear visibly damaged",rerendered-and-approved,False,0.781250,0.852865,0.500000,0.500000,1024x1536,RGBA,,PASS,e4d91aef9693c77e4dd5ea3d11db16c84945b23d62e4b1d2dee05b803c60e0d2
W2199,0.700195,0.923828,0.520996,0.492513,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.700195,0.923828,0.520996,0.492513,1024x1536,RGBA,caseW-low,acceptable variation,725ead8c1a073a145c6d40dd4f031003fdf025a5d2f160b8ad9f8db9a7fd736f
WWNL3.811.4.73.2,0.767578,0.907552,0.5,0.5,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 544-watch individual black-background review; pending v2 candidate recheck,unchanged-protected,False,0.767578,0.907552,0.5,0.5,1024x1536,RGBA,,approved,b6215df0b289af03527e2c60617f8646be5c8a2598ffac86b75e4449e29a99ca
CRSF-M1B-01M,0.875,0.880859,0.5,0.500326,1024x1536,RGBA,,caseW-high,False,True,acceptable variation,False,caseW-high; PASS_CONTENT from 544-watch individual black-background review,unchanged-protected,False,0.875,0.880859,0.5,0.500326,1024x1536,RGBA,caseW-high,acceptable variation,34242951a6d62e5989d33943b44764f74db67e12b8be0b55fe27faf75f858c55
WWNL2.330.4.93.0,0.790039,0.907552,0.499512,0.5,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 544-watch individual black-background review; pending v2 candidate recheck,unchanged-protected,False,0.790039,0.907552,0.499512,0.5,1024x1536,RGBA,,approved,45e78d48b95069d4702bd7c6e3429292fe8015b0cd8806cf1d52240a9411bfcc
WWNR48903733,0.802734,0.907552,0.5,0.5,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 544-watch individual black-background review; pending v2 candidate recheck,unchanged-protected,False,0.802734,0.907552,0.5,0.5,1024x1536,RGBA,,approved,ede646cc5f6c39e80e361aa3abc947af06155ec03e4879896117d3d4b1eca0db
W1717,0.673828,0.884766,0.52832,0.491211,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.673828,0.884766,0.52832,0.491211,1024x1536,RGBA,caseW-low,acceptable variation,6def94c67d8e7f0fc3caa70de18583d831ec93f943c5563d009f7142bd7c5af9
CRH64655941,0.822266,0.90625,0.5,0.5,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 544-watch individual black-background review; pending v2 candidate recheck,unchanged-protected,False,0.822266,0.90625,0.5,0.5,1024x1536,RGBA,,approved,5afc98aa6af3f11e23bb36b251757439c388dd2b01d3e591e7b4012daa55e0da
CRXS.3104,0.806641,0.906901,0.5,0.500326,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 544-watch individual black-background review; pending v2 candidate recheck,unchanged-protected,False,0.806641,0.906901,0.5,0.500326,1024x1536,RGBA,,approved,3a976dd23cd9a09d31c851dd71d5307bd5e1cfd38b1c4c6120c1ca456a8e6fcb
WWNMWW06E000146,0.516602,0.906901,0.499512,0.499674,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 544-watch individual black-background review,unchanged-protected,False,0.516602,0.906901,0.499512,0.499674,1024x1536,RGBA,caseW-low,acceptable variation,446c639309d94cae066501cc2bbada1ffb481ce1afb1de6c48ed39e0612ac943
WWNMWW06V000042,0.595703,0.909505,0.499512,0.500977,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 544-watch individual black-background review,unchanged-protected,False,0.595703,0.909505,0.499512,0.500977,1024x1536,RGBA,caseW-low,acceptable variation,12b41a1c2eced63fc2e82e1bf6f0a75e3e4fc33a7bf813cf671f1ee3295b37c5
