SKU,Brand,Model_Reference,MarketValue,Pack,Issue,CurrentImageURL_reference
W1630,Tissot,TISSOT T-Classic Gentleman Titanium Quartz 40MM Men's Watch T127.4,935.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1630.png
W1631,Tissot,TISSOT T-Classic PR 100 Chronograph 40MM Men's Watch T150.417.11.3,638.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1631.png
W1632,Tissot,TISSOT Chemin Des Tourelles Skeleton 39MM Men's Watch T139.836.36.,1155.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1632.png
W1633,Tissot,TISSOT T-Race Powermatic 80 Automatic 41MM Men's Watch T141.807.11,1050.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1633.png
W1639,Tissot,TISSOT Seastar 1000 40MM Graded Turquoise Black Dial Men's Watch T,995.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1639.png
W1640,Tissot,TISSOT T-Race CHRONO 45MM SS Silver Dial Men's Watch T141.417.11.0,978.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1640.png
W1641,Tissot,TISSOT Supersport CHRONO 45.5MM SS Yellow Gold PVD Men's Watch T12,935.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1641.png
W1642,Tissot,TISSOT Le Locle AUTO 39.3MM 20th Anniversary Men's Watch T006.407.,1035.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1642.png
W1643,Tissot,TISSOT Le Locle AUTO 29MM 20th Anniversary Diamond Women's Watch T,1077.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1643.png
W1644,Tissot,TISSOT Le Locle Powermatic 80 Silver Dial Leather Men's Watch T006,889.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1644.png
W1645,Tissot,TISSOT PR 100 Quartz 34MM SS Blue Dial Women's Watch T150.210.11.0,620.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1645.png
W1646,Tissot,TISSOT PR 100 Quartz 40MM SS Blue Dial Men's Watch T150.410.11.041,625.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1646.png
W1647,Tissot,TISSOT PRX AUTO 35MM SS White MOP Dial Women's Watch T137.207.11.1,979.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1647.png
W1649,Tissot,TISSOT PR 100 QTZ 40MM Silver Dial BRN Leather Men's Watch T150.41,607.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1649.png
W1650,Tissot,TISSOT PR 100 Quartz 34MM SS Champagne Dial Women's Watch T150.210,672.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1650.png
W1651,Tissot,TISSOT Seastar 1000 36MM SS Black Dial Two-Tone Women's Watch T120,808.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1651.png
W1654,Tissot,TISSOT PRX Digital 35MM Quartz SS Gold Unisex Watch T137.263.33.02,765.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1654.png
W1657,Tissot,TISSOT PRX Powermatic 80 35MM SS Champagne Dial Unisex Watch T137.,1064.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1657.png
W1658,Tissot,TISSOT PRX Powermatic 80 35MM SS Blue Dial Unisex Watch T137.207.1,890.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1658.png
W1659,Tissot,TISSOT Sideral S Powermatic 80 41MM Red Rubber Men's Watch T145.40,1393.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1659.png
W1663,Tissot,TISSOT Seastar 1000 40MM Quartz SS Blue Dial Men's Watch T120.410.,697.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1663.png
W1664,Tissot,TISSOT PRX 40MM Quartz SS Blue Dial Rubber Men's Watch T137.410.17,576.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1664.png
W1666,Tissot,TISSOT PRX Powermatic 80 40MM Ice Blue Dial Men's Watch T137.407.1,951.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1666.png
W1667,Tissot,TISSOT Seastar 1000 Black Dial 40MM SS Men's Watch T120.410.11.051,743.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1667.png
W1668,Tissot,TISSOT T-Race CHRONO 45MM Quartz Rubber Men's Watch T141.417.37.05,975.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1668.png
W1669,Tissot,TISSOT T-Race CHRONO 45MM Quartz SS Blue Dial Men's Watch T141.417,978.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1669.png
W1670,Tissot,TISSOT PRS CHRONO 45MM Black Dial Leather Men's Watch T131.617.36.,842.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1670.png
W1671,Tissot,TISSOT Bellissima 26MM SS Small Lady Blue MOP Dial Women's Watch T,808.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1671.png
W1672,Tissot,TISSOT Classic Dream 42MM S-Steel Silver Dial Men's Watch T129.410,536.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1672.png
W1673,Tissot,TISSOT Bellissima 26MM Small Lady Pink Leather Strap Women's Watch,586.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1673.png
W1674,Tissot,TISSOT Supersport CHRONO 45MM SS Black Dial Men's Watch T125.617.1,892.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1674.png
W1675,Tissot,TISSOT PRX AUTO 35MM 18K Gold Bezel SS Women's Watch T931.207.41.3,2594.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1675.png
W1676,Tissot,TISSOT T-Race Cycling Vuelta 2022 Special Edition 45MM Men's Watch,1012.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1676.png
W1677,Tissot,TISSOT PRS 516 45MM AUTO CHRONO SS Black Dial Men's Watch T131.627,2568.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1677.png
W1678,Tissot,TISSOT Classic Dream 42MM QTZ Brown Leather Men's Watch T129.410.3,620.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1678.png
W1679,Tissot,TISSOT Seastar 1000 45MM CHRONO Rubber Men's Watch T120.417.17.041,956.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1679.png
W1680,Tissot,TISSOT Seastar 1000 45MM Quartz CHRONO SS Men's Watch T120.417.11.,941.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1680.png
W1681,Tissot,TISSOT Gentleman Open Heart 40MM BLU Dial Men's Watch T127.407.11.,1253.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1681.png
W1683,Tissot,TISSOT Gentleman Open Heart Silver Dial Men's Watch T127.407.11.03,1148.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1683.png
W1684,Tissot,TISSOT Telemeter 1938 Heritage 42MM Black Dial Men's Watch T142.46,2762.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1684.png
W1685,Tissot,TISSOT Le Locle Powermatic 80 Open Heart LTHR Men's Watch T006.407,1064.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1685.png
W1686,Tissot,TISSOT Seastar 1000 CHRONO 45.5MM SS Blue Dial Men's Watch T120.41,1012.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1686.png
W1687,Tissot,TISSOT Supersport CHRONO 45.5MM Black Dial Men's Watch T125.617.37,842.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1687.png
W1689,Tissot,TISSOT PRX 35MM Quartz SS Silver Dial Women's Watch T137.210.11.03,673.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1689.png
W1690,Tissot,TISSOT PRX 35MM QTZ SS Light Blue Dial Unisex Watch T137.210.11.35,673.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1690.png
W1692,Tissot,TISSOT PRX 35MM QTZ S-Steel Blue Dial Unisex Watch T137.210.11.041,672.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1692.png
W1693,Tissot,TISSOT PRX 35MM QTZ S-Steel Gold Dial Unisex Watch T137.210.33.021,802.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1693.png
W1694,Tissot,TISSOT T-Race Cycling Giro D'Italia Special Edition 45MM Men's Wat,978.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1694.png
W1696,Tissot,TISSOT PRX 39.5MM Quartz SS Green Dial Men's Watch T137.410.11.091,650.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1696.png
W1698,Tissot,TISSOT Le Locle Powermatic 80 SS Blue Dial Men's Watch T006.407.11,890.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1698.png
W1699,Tissot,TISSOT PRX Powermatic 80 40MM Black Leather Men's Watch T137.407.1,910.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1699.png
W17,Breitling,BREITLING Superocean Heritage B01 Chronograph 42MM Black Rubber Me,10550.0,"$250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W17.png
W1700,Tissot,TISSOT Seastar 2000 Professional Powermatic 80 46MM Men's Watch T1,1575.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1700.png
W1701,Tissot,TISSOT Seastar 2000 Professional 46MM Rubber Men's Watch T120.607.,1435.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1701.png
W1702,Tissot,TISSOT Seastar 1000 QTZ CHRONO 45.5MM Black Dial Men's Watch T120.,910.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1702.png
W1703,Tissot,TISSOT PRX 40MM Stainless Steel Blue Dial Men's Watch T137.410.11.,658.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1703.png
W1704,Tissot,TISSOT PRX 40MM Stainless Steel Silver Dial Men's Watch T137.410.1,650.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1704.png
W1705,Tissot,TISSOT PRX Powermatic 80 SS Black Dial Men's Watch T137.407.11.051,939.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1705.png
W1706,Tissot,TISSOT PRX Powermatic 80 40MM SS Blue Dial Men's Watch T137.407.11,923.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1706.png
W1707,Tissot,TISSOT PRX Powermatic 80 40MM Silver Dial Rose-G Men's Watch T137.,951.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1707.png
W1708,Tissot,TISSOT SeaStar 1000 36MM Blue Dial SS Unisex Watch T120.210.11.041,722.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1708.png
W1709,Tissot,TISSOT Gentleman Powermatic 80 40MM Green Dial Men's Watch T127.40,1155.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1709.png
W1712,Tissot,TISSOT Le Locle AUTO 39MM Leather Men's Watch T006.407.16.033.00,847.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1712.png
W1713,Tissot,TISSOT T-Race CHRONO Stefan Bradl LTD 2015 Men's Watch T092.417.27,1330.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1713.png
W1715,Tissot,TISSOT Le Locle Powermatic 80 BLK Dial LTHR Men's Watch T006.407.1,1012.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1715.png
W1716,Tissot,TISSOT Le Locle Powermatic 80 SS 39MM Silver Dial Men's Watch T006,867.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1716.png
W1717,Tissot,TISSOT T-Classic Le Locle Automatic Men's Watch T006.408.11.057.00,1399.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1717.png
W18,Breitling,BREITLING Superocean Heritage Automatic 36MM Green Rubber Women's ,5500.0,"$250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W18.png
W182,Breitling,BREITLING Superocean Automatic Stainless Steel 46MM Black Dial Men,5044.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W182.png
W183,Breitling,BREITLING Chronomat Quartz 28MM Pink MOP Dial SS Women's Watch A72,4956.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W183.png
W191,Breitling,BREITLING Chronomat 28MM MOP Dial 18K Rose Gold Diamond Bezel Wome,10625.0,"$250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W191.png
W195,Breitling,BREITLING Chronomat Automatic Diamond 36MM Green Dial Bezel Unisex,9461.0,"$250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W195.png
W20,Hamilton,HAMILTON Khaki Aviation X-Wind Automatic 45MM Green Dial Leather M,1635.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W20.png
W2107,TAG Heuer,TAG HEUER Carrera Automatic SS 36MM Blue Dial Women's Watch WBN231,3887.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2107.png
W211,Hamilton,HAMILTON Khaki Aviation X-Wind 44MM Blue Dial Leather Men's Watch ,2315.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W211.png
W2114,TAG Heuer,TAG HEUER Carrera Day-Date AUTO 41MM Blue Leather Men's Watch WBN2,4196.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2114.png
W2125,TAG Heuer,TAG HEUER Carrera AUTO 39MM Black Dial Men's Watch WBN2110.BA0639,3836.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2125.png
W2127,TAG Heuer,TAG HEUER Monaco AUTO 39MM SS Blue Dial Men's Watch CBL2111.BA0644,8561.0,"$250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2127.png
W2128,TAG Heuer,TAG HEUER Monaco 39MM CHRONO AUTO Men's Watch CBL2113.FC6177,7999.0,"$250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2128.png
W2135,TAG Heuer,TAG HEUER FORMULA 1 CHRONO Blue Sunray Dial Men's Watch CAZ101K.BA,2398.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2135.png
W2138,Rado,RADO Integral Quartz 31.5MM Black Dial Two-Tone Men's Watch R20255,2548.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2138.png
W2139,Rado,RADO True Square Automatic SS 38MM Skeleton Dial Men's Watch R2719,3498.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2139.png
W2140,Rado,RADO DiaStar Original Automatic SS 38MM Skeleton Dial Men's Watch ,2392.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2140.png
W2143,Rado,RADO Anatom Jubile Quartz 23MM Black Dial Diamond Women's Watch R1,2665.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2143.png
W2148,Rado,RADO Florence Quartz 30MM Black Diamond Dial Two-Toned Women's Wat,1672.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2148.png
W2151,Rado,RADO Florence Automatic SS 39MM Blue Dial Men's Watch R48903733,2132.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2151.png
W2156,Rado,RADO Anatom Automatic SS 32.5MM Two-Tone Unisex Watch R10203102,4999.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2156.png
W2164,Rado,RADO DiaStar Original X Tej Chauhan Special Edition 38MM Men's Wat,2851.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2164.png
W2169,Rado,RADO DiaStar Original Automatic 38MM Gold/Black Men's Watch R12161,2545.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2169.png
W2183,Movado,MOVADO Bold Quest Mini Quartz SS 28MM Gold-Tone Women's Watch 3601,840.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2183.png
W2184,Movado,MOVADO Heritage 1917 Quartz 34MM Green Dial Leather Women's Watch ,1008.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2184.png
W2187,Movado,MOVADO Bold Quest Automatic SS 39MM Blue Dial Men's Watch 3600940,1085.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2187.png
W2188,Movado,MOVADO Bold Verso S Quartz SS 42MM Gray Dial Men's Watch 3601391,952.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2188.png
W2190,Movado,MOVADO Heritage Silhouette Quartz 40MM White Dial Leather Men's Wa,892.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2190.png
W2191,Movado,MOVADO Face Chronograph Quartz 39MM Orange Dial Leather Unisex Wat,673.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2191.png
W2192,Movado,MOVADO Face Chronograph Quartz 43MM Gray Dial Leather Men's Watch ,939.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2192.png
W2196,Movado,MOVADO Museum Classic Quartz 40MM Black Dial Leather Men's Watch 0,1338.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2196.png
W2198,Movado,MOVADO Museum Velura Quartz 25MM Silver Dial Diamond Bezel Women's,1921.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2198.png
W2202,Movado,MOVADO Bold Thin 42MM Blue Dial Gunmetal Ion-plated Men's Watch 36,993.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2202.png
W2204,Movado,MOVADO BOLD TR90 43.5MM SS Blue Dial Black Leather Men's Watch 036,814.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2204.png
W2208,Movado,MOVADO Quartz Stainless Steel Silver Dial DESK CLOCK,628.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2208.png
W223,Hamilton,HAMILTON Khaki Field Quartz 38MM Men's Watch H69401910,719.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W223.png
W2241,Seiko,SEIKO Prospex JAWS Limited Edition Automatic 45MM Ombre Dial Silic,1820.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2241.png
W2245,Seiko,SEIKO Prospex Speedtimer Chronograph 41.4MM Men's Watch SSC947,979.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2245.png
W2246,Seiko,SEIKO Quartz 35MM Black Dial SS Women's Watch SRL049P1,394.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2246.png
W2247,Seiko,SEIKO Quartz 35MM White Dial SS Women's Watch SRL045P1,394.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2247.png
W225,Hamilton,HAMILTON Navy Scuba Automatic 43MM Men's Watch H82525160,1372.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W225.png
W227,Hamilton,HAMILTON Ventura Edge Dune Limited Edition Men's Watch H24624330,3188.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W227.png
W2270,Seiko,Seiko Le Grand Sport 27MM Black Dial S-Steel Bracelet Women's Watc,678.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2270.png
W2271,Seiko,Seiko Silver Dial Two-tone Stainless Steel Men's Watch SKP321,683.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2271.png
W2274,Seiko,Seiko Coutura MOP Dial SS Bracelet Women's Watch SRKZ91,748.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2274.png
